id,type,acct_balance
11710,703-004-5392,6107.717
11711,703-004-5399,7398.041
11712,703-004-5399,8790.02
11713,703-004-5389,556.4714
11714,703-004-5384,9467.804
11715,703-004-5390,5382.694
11716,703-004-5396,5531.8296
11717,703-004-5388,3986.1775
11718,703-004-5386,2556.8872
11719,207-008-2399,4317.948
1172,703-004-5380,9211.971
11720,703-004-5380,5737.866
11721,703-004-5390,5766.2144
11722,207-008-2399,6461.56
11723,703-004-5382,8514.477
11724,703-004-5389,8727.499
11725,703-004-5399,4401.4854
11726,703-004-5382,5194.235
11727,207-008-2399,2598.0925
11728,703-004-5390,7297.465
11729,703-004-5393,687.25885
1173,703-004-5394,3263.6172
11730,703-004-5388,8213.618
11731,703-004-5387,6018.7974
11732,703-004-5389,3729.4287
11733,703-004-5396,8138.0737
11734,703-004-5385,9258.404
11735,703-004-5387,5166.9126
11736,703-004-5385,684.0539
11737,703-004-5386,319.9494
11738,703-004-5391,3088.0642
11739,703-004-5397,6484.224
1174,703-004-5384,5617.882
11740,703-004-5384,4556.4087
11741,703-004-5395,1312.6016
11742,703-004-5384,2207.97
11743,703-004-5398,1994.1628
11744,703-004-5392,6609.1973
11745,703-004-5396,9992.694
11746,703-004-5395,352.77487
11747,703-004-5390,1350.9185
11748,703-004-5388,4851.012
11749,703-004-5385,3181.0134
1175,703-004-5385,6576.4834
11750,703-004-5381,6437.441
11751,703-004-5396,12.690425
11752,703-004-5380,9753.289
11753,703-004-5390,6815.7563
11754,703-004-5393,3445.0173
11755,703-004-5387,9179.889
11756,703-004-5393,6176.68
11757,703-004-5381,961.979
11758,703-004-5388,1574.586
11759,703-004-5381,3895.8496
1176,703-004-5385,4761.9277
11760,703-004-5397,7511.5757
11761,703-004-5390,7522.637
11762,703-004-5391,9714.837
11763,703-004-5381,4188.869
11764,703-004-5383,6503.6206
11765,703-004-5384,2105.1514
11766,703-004-5389,415.7561
11767,703-004-5395,7666.7065
11768,703-004-5385,8605.673
11769,207-008-2398,7071.2207
1177,703-004-5394,7552.0884
11770,703-004-5384,8268.619
11771,703-004-5388,319.60248
11772,703-004-5393,9171.067
11773,703-004-5390,2743.455
11774,703-004-5387,654.245
11775,703-004-5397,3360.7852
11776,207-008-2399,2613.0999
11777,703-004-5385,1187.1708
11778,207-008-2399,5467.257
11779,703-004-5388,9018.299
1178,703-004-5390,8060.4756
11780,703-004-5389,1127.2693
11781,703-004-5392,4377.243
11782,703-004-5394,674.3264
11783,703-004-5399,7818.449
11784,703-004-5382,3739.3086
11785,703-004-5396,7368.0864
11786,703-004-5389,586.57947
11787,703-004-5389,4199.4453
11788,703-004-5390,6326.769
11789,703-004-5384,8509.047
1179,207-008-2399,4943.63
11790,703-004-5381,6003.143
11791,703-004-5394,3114.646
11792,703-004-5381,1121.741
11793,703-004-5389,1024.7308
11794,703-004-5396,4388.1216
11795,703-004-5384,7565.7256
11796,703-004-5385,9953.729
11797,703-004-5395,3172.847
11798,703-004-5385,29.274822
11799,207-008-2398,9404.419
118,703-004-5382,7284.848
1180,703-004-5383,8775.938
11800,703-004-5386,323.67526
11801,703-004-5398,3852.7036
11802,703-004-5388,5136.217
11803,207-008-2398,9075.569
11804,703-004-5386,5489.517
11805,703-004-5382,484.94577
11806,703-004-5388,6401.807
11807,703-004-5394,8412.83
11808,207-008-2399,9427.255
11809,703-004-5394,1094.9678
1181,703-004-5396,9847.644
11810,703-004-5387,7883.9277
11811,703-004-5380,5238.755
11812,703-004-5387,2736.9578
11813,703-004-5380,2902.9602
11814,703-004-5399,187.69383
11815,703-004-5380,8900.455
11816,703-004-5398,9405.402
11817,207-008-2398,2114.8413
11818,703-004-5399,1181.5935
11819,703-004-5381,9859.888
1182,703-004-5396,3186.6199
11820,703-004-5394,7007.286
11821,207-008-2398,8586.056
11822,703-004-5380,86.16984
11823,703-004-5387,1271.903
11824,703-004-5388,3397.6365
11825,703-004-5396,4932.175
11826,703-004-5390,7860.7993
11827,703-004-5396,7041.0605
11828,703-004-5386,9971.92
11829,703-004-5392,9499.788
1183,703-004-5389,4327.1064
11830,703-004-5395,5655.4673
11831,207-008-2398,6623.5737
11832,703-004-5386,7582.856
11833,703-004-5388,4810.3813
11834,207-008-2398,2433.802
11835,703-004-5382,6541.144
11836,703-004-5382,6693.774
11837,703-004-5394,4335.736
11838,703-004-5393,3000.086
11839,703-004-5389,9533.657
1184,703-004-5388,1038.4553
11840,703-004-5385,7617.2515
11841,703-004-5386,3748.0093
11842,703-004-5385,274.75058
11843,703-004-5398,5367.953
11844,703-004-5397,760.4283
11845,703-004-5398,2702.5146
11846,703-004-5382,9572.984
11847,703-004-5381,4615.0093
11848,703-004-5389,5691.509
11849,703-004-5391,472.63742
1185,703-004-5394,5517.907
11850,703-004-5386,7705.9766
11851,703-004-5396,3778.078
11852,703-004-5383,461.0181
11853,703-004-5384,1628.4138
11854,703-004-5385,5650.718
11855,703-004-5398,4515.544
11856,703-004-5390,3845.3633
11857,703-004-5383,9551.336
11858,703-004-5391,9080.228
11859,703-004-5380,4613.1553
1186,703-004-5380,6793.9927
11860,703-004-5391,5775.0903
11861,703-004-5384,3771.0522
11862,703-004-5397,3209.126
11863,703-004-5391,7702.08
11864,703-004-5395,8975.818
11865,703-004-5393,2872.5117
11866,703-004-5399,7162.095
11867,703-004-5381,1124.3141
11868,703-004-5395,5292.165
11869,703-004-5381,9065.648
1187,703-004-5395,7429.529
11870,703-004-5380,4505.452
11871,703-004-5382,8541.374
11872,703-004-5381,5978.8823
11873,703-004-5382,3720.5063
11874,703-004-5380,5879.2817
11875,207-008-2399,1204.5466
11876,703-004-5390,7816.2925
11877,207-008-2399,6001.826
11878,207-008-2399,2683.177
11879,703-004-5385,9363.796
1188,703-004-5398,2635.7812
11880,207-008-2399,9530.379
11881,703-004-5396,3182.8093
11882,703-004-5388,3550.8914
11883,703-004-5390,3792.5042
11884,703-004-5393,9332.692
11885,703-004-5381,7673.404
11886,703-004-5395,4612.715
11887,703-004-5385,4167.6064
11888,207-008-2399,7570.749
11889,703-004-5382,3669.185
1189,703-004-5386,934.91077
11890,703-004-5386,5245.1836
11891,703-004-5385,8111.74
11892,703-004-5388,72.41845
11893,703-004-5389,8136.109
11894,703-004-5389,7403.397
11895,703-004-5387,3405.285
11896,703-004-5394,5393.812
11897,703-004-5381,6007.551
11898,703-004-5395,1576.6543
11899,703-004-5391,8036.661
119,703-004-5394,4233.9604
1190,703-004-5386,8706.115
11900,207-008-2398,9989.047
11901,703-004-5388,2275.2463
11902,703-004-5392,3250.4177
11903,703-004-5393,395.91968
11904,703-004-5387,8953.127
11905,703-004-5395,9957.02
11906,703-004-5383,7460.205
11907,207-008-2399,9346.333
11908,703-004-5396,4186.269
11909,703-004-5396,2628.5476
1191,703-004-5395,6268.915
11910,703-004-5380,6320.088
11911,703-004-5397,9057.541
11912,703-004-5391,8739.507
11913,703-004-5396,9121.66
11914,703-004-5390,8573.232
11915,703-004-5390,5587.645
11916,703-004-5398,4939.515
11917,703-004-5388,3201.968
11918,703-004-5397,3058.7769
11919,703-004-5394,8052.776
1192,703-004-5386,2348.4976
11920,703-004-5392,7645.417
11921,703-004-5392,5112.8877
11922,703-004-5380,5787.7515
11923,703-004-5380,4102.4517
11924,703-004-5398,4122.641
11925,703-004-5389,2762.419
11926,703-004-5387,7186.211
11927,207-008-2399,6541.184
11928,703-004-5394,2324.8328
11929,703-004-5396,7383.6265
1193,703-004-5387,4586.004
11930,207-008-2398,683.5192
11931,703-004-5388,8781.512
11932,703-004-5396,3644.697
11933,703-004-5396,4244.547
11934,703-004-5389,4092.9878
11935,703-004-5383,3779.5908
11936,703-004-5389,7942.627
11937,703-004-5384,8767.834
11938,703-004-5399,1087.2191
11939,703-004-5383,7590.534
1194,703-004-5384,514.72125
11940,703-004-5389,3901.1794
11941,703-004-5394,3365.395
11942,703-004-5385,4765.2905
11943,207-008-2398,9202.119
11944,207-008-2398,1112.3884
11945,703-004-5396,8275.644
11946,703-004-5398,130.409
11947,703-004-5396,460.5925
11948,703-004-5393,9001.64
11949,703-004-5382,3142.2776
1195,207-008-2399,1639.3971
11950,703-004-5393,1786.9681
11951,703-004-5393,2276.6597
11952,703-004-5391,662.6987
11953,703-004-5382,8174.2573
11954,207-008-2399,9607.872
11955,207-008-2398,9207.062
11956,703-004-5388,5765.317
11957,703-004-5396,1119.6953
11958,703-004-5394,7463.863
11959,703-004-5399,5909.5977
1196,703-004-5397,8193.784
11960,703-004-5395,4449.594
11961,703-004-5386,6305.5986
11962,207-008-2398,5659.0146
11963,207-008-2399,4703.185
11964,703-004-5393,6775.5825
11965,703-004-5383,3635.423
11966,703-004-5380,5420.45
11967,703-004-5380,9676.398
11968,703-004-5393,4153.5093
11969,703-004-5391,9785.822
1197,703-004-5390,139.37712
11970,703-004-5389,3320.9985
11971,703-004-5389,8896.148
11972,703-004-5381,8441.347
11973,703-004-5381,3484.4958
11974,703-004-5399,972.8694
11975,703-004-5389,828.97125
11976,703-004-5386,7592.363
11977,703-004-5380,2066.2898
11978,703-004-5395,3418.0547
11979,703-004-5393,8823.201
1198,703-004-5399,9961.178
11980,703-004-5381,8481.617
11981,703-004-5396,9629.3125
11982,703-004-5384,4940.4233
11983,703-004-5399,9691.633
11984,703-004-5394,4010.7822
11985,703-004-5383,3666.212
11986,703-004-5392,5365.9614
11987,703-004-5382,8729.497
11988,703-004-5392,9334.754
11989,703-004-5397,6251.505
1199,703-004-5399,6020.5073
11990,703-004-5399,6956.061
11991,703-004-5382,3216.2476
11992,703-004-5380,8603.339
11993,703-004-5390,2711.764
11994,703-004-5385,3834.4783
11995,703-004-5394,6206.6753
11996,703-004-5391,2455.8186
11997,703-004-5397,9103.711
11998,703-004-5394,6840.6562
11999,703-004-5383,8798.148
12,703-004-5381,4053.2397
120,703-004-5398,9223.523
1200,703-004-5384,1974.3413
12000,703-004-5386,9220.069
12001,703-004-5397,1887.6964
12002,207-008-2399,5931.9697
12003,703-004-5382,1851.9163
12004,703-004-5388,7423.909
12005,703-004-5395,8677.673
12006,703-004-5390,9840.468
12007,703-004-5383,3061.028
12008,703-004-5381,6602.5537
12009,703-004-5399,1952.4735
1201,703-004-5383,8386.092
12010,703-004-5393,5442.2607
12011,703-004-5384,646.531
12012,703-004-5394,4093.5034
12013,207-008-2398,4588.4014
12014,703-004-5381,8438.811
12015,207-008-2398,2913.7666
12016,703-004-5391,4714.9473
12017,703-004-5394,9068.035
12018,703-004-5385,7340.295
12019,703-004-5389,4306.7324
1202,703-004-5391,7122.7344
12020,703-004-5386,8075.5806
12021,703-004-5383,6740.495
12022,703-004-5382,1032.8453
12023,703-004-5390,3308.1584
12024,703-004-5388,4260.1543
12025,703-004-5397,9709.082
12026,703-004-5381,8437.224
12027,703-004-5381,9048.937
12028,703-004-5396,59.152245
12029,703-004-5394,3079.6855
1203,703-004-5393,1785.3582
12030,703-004-5395,8394.771
12031,703-004-5385,4128.88
12032,703-004-5394,4795.0425
12033,703-004-5385,3355.1787
12034,703-004-5398,2380.1147
12035,703-004-5381,6409.4497
12036,207-008-2399,118.940475
12037,703-004-5385,9592.253
12038,703-004-5386,384.84753
12039,207-008-2398,6111.0728
1204,703-004-5397,451.9218
12040,703-004-5380,9754.748
12041,703-004-5384,541.59644
12042,703-004-5388,5674.965
12043,703-004-5398,9186.176
12044,703-004-5395,3636.4568
12045,207-008-2398,9939.378
12046,703-004-5388,9163.952
12047,703-004-5398,905.3356
12048,703-004-5393,7170.748
12049,703-004-5397,5767.724
1205,703-004-5380,256.19626
12050,703-004-5399,7796.379
12051,703-004-5399,4247.3916
12052,703-004-5394,9901.352
12053,703-004-5381,9423.004
12054,703-004-5382,7648.015
12055,703-004-5393,8312.22
12056,703-004-5396,7711.468
12057,703-004-5398,2067.7388
12058,703-004-5393,7574.2026
12059,703-004-5381,9790.46
1206,207-008-2399,5080.1523
12060,703-004-5384,1687.4062
12061,703-004-5388,1677.9357
12062,207-008-2398,7755.611
12063,703-004-5385,4480.783
12064,703-004-5383,7785.3174
12065,703-004-5398,7951.707
12066,703-004-5380,3773.3376
12067,703-004-5396,1450.3086
12068,703-004-5395,1267.3062
12069,703-004-5383,6313.527
1207,703-004-5385,8016.3657
12070,703-004-5393,5024.5596
12071,703-004-5381,1685.636
12072,703-004-5394,7022.2793
12073,703-004-5382,1271.6508
12074,703-004-5382,1288.5522
12075,703-004-5396,8396.808
12076,207-008-2398,3077.1309
12077,703-004-5384,687.76013
12078,703-004-5390,6276.612
12079,703-004-5399,5444.9624
1208,703-004-5397,2113.8716
12080,703-004-5390,9026.625
12081,703-004-5387,6814.1934
12082,703-004-5388,5145.9155
12083,703-004-5381,3723.288
12084,703-004-5382,16.22379
12085,703-004-5386,2458.2964
12086,703-004-5399,3354.1663
12087,703-004-5385,2763.117
12088,703-004-5393,3841.0234
12089,703-004-5391,3612.06
1209,703-004-5392,8744.146
12090,703-004-5380,1970.9158
12091,703-004-5382,943.408
12092,703-004-5382,4191.802
12093,207-008-2398,3329.134
12094,703-004-5388,463.45413
12095,703-004-5380,9976.32
12096,703-004-5394,9246.574
12097,703-004-5388,5637.1753
12098,703-004-5389,8206.216
12099,703-004-5396,4046.1821
121,703-004-5385,3616.9255
1210,703-004-5384,1126.197
12100,703-004-5382,1190.3483
12101,703-004-5391,3677.476
12102,703-004-5386,2568.746
12103,703-004-5381,7148.633
12104,703-004-5387,5660.862
12105,703-004-5396,2618.0918
12106,703-004-5397,7005.309
12107,703-004-5398,199.03839
12108,703-004-5386,5789.4644
12109,703-004-5390,4843.143
1211,703-004-5388,9367.47
12110,703-004-5382,2231.8708
12111,703-004-5387,5853.553
12112,703-004-5381,5940.3574
12113,703-004-5390,1706.782
12114,703-004-5386,1363.4669
12115,703-004-5385,9760.033
12116,703-004-5389,7535.1313
12117,703-004-5386,2819.0005
12118,703-004-5397,274.9777
12119,703-004-5381,1648.77
1212,703-004-5383,7565.2695
12120,703-004-5392,5570.69
12121,703-004-5394,4534.724
12122,703-004-5383,2284.7192
12123,703-004-5385,9783.944
12124,703-004-5387,1015.62024
12125,703-004-5384,8377.754
12126,703-004-5398,8969.256
12127,703-004-5389,9181.317
12128,703-004-5396,2910.6223
12129,703-004-5398,9869.014
1213,703-004-5384,2146.2708
12130,703-004-5396,3244.7493
12131,703-004-5388,7676.8726
12132,703-004-5398,7937.7607
12133,703-004-5382,3739.59
12134,703-004-5386,7726.6826
12135,703-004-5387,6200.7256
12136,703-004-5399,3699.2085
12137,703-004-5383,4153.45
12138,703-004-5393,8132.2134
12139,703-004-5388,7649.182
1214,703-004-5396,5447.5337
12140,703-004-5388,8759.47
12141,703-004-5385,5415.295
12142,703-004-5387,4437.691
12143,703-004-5380,3438.6284
12144,703-004-5397,4728.786
12145,703-004-5394,5167.0986
12146,703-004-5387,1900.0966
12147,703-004-5398,1100.4972
12148,703-004-5398,243.74484
12149,703-004-5393,9652.565
1215,703-004-5394,3275.2048
12150,703-004-5395,1724.183
12151,703-004-5385,5761.33
12152,703-004-5386,2488.3276
12153,703-004-5393,7337.102
12154,703-004-5395,3281.886
12155,703-004-5399,4410.696
12156,703-004-5387,6539.7803
12157,703-004-5393,1379.7725
12158,207-008-2399,8773.729
12159,703-004-5380,6459.743
1216,703-004-5385,3590.0867
12160,207-008-2398,3925.6965
12161,703-004-5391,3074.3342
12162,207-008-2399,1608.2137
12163,703-004-5393,971.14026
12164,703-004-5395,4420.012
12165,703-004-5397,779.7265
12166,703-004-5382,7815.695
12167,703-004-5381,7245.8193
12168,703-004-5387,3927.568
12169,703-004-5395,4542.631
1217,703-004-5380,2845.8828
12170,207-008-2399,3450.7375
12171,703-004-5381,9529.599
12172,703-004-5392,5809.899
12173,703-004-5391,8576.7705
12174,703-004-5385,2926.7073
12175,703-004-5391,758.4256
12176,703-004-5392,5877.589
12177,703-004-5395,5040.0664
12178,703-004-5395,4127.754
12179,703-004-5384,8432.906
1218,703-004-5382,9405.841
12180,703-004-5384,6267.532
12181,703-004-5393,3477.5042
12182,207-008-2398,4906.6157
12183,703-004-5386,3036.1772
12184,703-004-5399,3111.5098
12185,703-004-5383,8324.259
12186,703-004-5383,2642.408
12187,703-004-5393,1155.091
12188,703-004-5396,5278.0513
12189,703-004-5394,3656.3403
1219,703-004-5398,2796.008
12190,703-004-5395,9155.961
12191,703-004-5385,3423.8262
12192,703-004-5396,7088.541
12193,207-008-2399,8512.447
12194,703-004-5391,4127.2056
12195,703-004-5393,2446.0273
12196,703-004-5385,6006.296
12197,703-004-5394,6865.2534
12198,703-004-5381,1168.0192
12199,207-008-2398,714.1447
122,703-004-5397,1455.3994
1220,703-004-5396,9939.703
12200,703-004-5383,609.3198
12201,703-004-5387,6737.0015
12202,703-004-5393,9004.963
12203,703-004-5386,3863.4778
12204,703-004-5382,7819.1655
12205,703-004-5384,6706.2886
12206,703-004-5380,4256.005
12207,703-004-5391,2352.118
12208,703-004-5391,3244.0835
12209,703-004-5385,6375.9595
1221,207-008-2399,2948.4724
12210,207-008-2399,5562.9087
12211,703-004-5380,3478.3923
12212,703-004-5395,2161.5886
12213,703-004-5381,4138.1777
12214,703-004-5399,2047.1018
12215,207-008-2399,6074.295
12216,207-008-2398,6582.6626
12217,703-004-5383,3924.465
12218,703-004-5388,8451.678
12219,703-004-5390,2812.9114
1222,703-004-5390,5140.192
12220,703-004-5382,245.05496
12221,703-004-5392,3098.4683
12222,703-004-5398,6991.305
12223,703-004-5399,4569.7856
12224,703-004-5399,5300.409
12225,703-004-5396,1974.1368
12226,703-004-5385,6398.2026
12227,703-004-5397,1656.496
12228,703-004-5394,9858.631
12229,703-004-5398,4925.0386
1223,207-008-2399,810.6524
12230,703-004-5389,7502.6226
12231,703-004-5388,4872.764
12232,703-004-5394,7611.3857
12233,703-004-5384,3917.2488
12234,207-008-2399,9981.845
12235,703-004-5399,5687.0396
12236,703-004-5389,7643.624
12237,703-004-5388,9536.215
12238,703-004-5395,4350.059
12239,703-004-5393,6068.0713
1224,703-004-5394,530.3341
12240,703-004-5390,7585.4985
12241,703-004-5390,5912.8003
12242,703-004-5389,719.0138
12243,703-004-5381,7710.9937
12244,703-004-5393,9927.74
12245,703-004-5381,7878.1455
12246,207-008-2399,4998.6494
12472,703-004-5394,9725.108
12473,703-004-5392,9435.888
12474,703-004-5389,1389.2985
12475,703-004-5383,9261.293
12476,703-004-5394,2832.2417
12477,703-004-5384,4826.8013
12478,703-004-5396,2151.9768
12479,703-004-5386,1470.1862
1248,703-004-5384,3585.9358
12480,703-004-5387,8448.467
12481,703-004-5393,9530.641
12482,703-004-5389,3468.5725
12483,703-004-5388,2702.9329
12484,703-004-5384,5461.163
12485,703-004-5391,3808.6694
12486,207-008-2398,8934.2295
12487,207-008-2398,5137.3706
12488,703-004-5386,6512.7124
12489,703-004-5381,3840.586
1249,703-004-5391,3137.2148
12490,703-004-5385,3424.391
12491,703-004-5395,5370.8535
12492,703-004-5396,1993.1865
12493,703-004-5382,424.0346
12494,703-004-5399,4846.9717
12495,703-004-5389,9155.833
12496,703-004-5396,1816.6548
12497,703-004-5391,4910.115
12498,703-004-5394,5903.5166
12499,703-004-5382,4473.4663
125,703-004-5394,8443.037
1250,703-004-5389,5848.4336
12500,703-004-5384,7803.002
12501,703-004-5383,244.81714
12502,703-004-5398,5196.6963
12503,703-004-5390,5071.1826
12504,703-004-5396,6123.528
12505,703-004-5398,2456.7627
12506,703-004-5382,9947.452
12507,703-004-5386,4406.5107
12508,703-004-5393,6652.824
12509,703-004-5393,2292.2312
1251,703-004-5396,8699.646
12510,703-004-5381,6055.047
12511,703-004-5397,4643.925
12512,703-004-5392,8021.826
12513,703-004-5397,4013.0718
12514,703-004-5393,7530.9233
12515,703-004-5391,9502.428
12516,703-004-5384,4118.645
12517,207-008-2398,3687.532
12518,703-004-5382,2353.5376
12519,703-004-5383,2765.1233
1252,207-008-2398,120.819214
12520,703-004-5383,6644.306
12521,703-004-5393,2780.2676
12522,703-004-5392,3374.486
12523,703-004-5388,6658.0264
12524,703-004-5386,3161.9578
12525,703-004-5385,8685.9
12526,703-004-5394,3694.4324
12527,703-004-5397,1069.3663
12528,703-004-5393,3829.301
12529,703-004-5385,4789.121
1253,703-004-5388,2303.2969
12530,703-004-5381,2660.1143
12531,207-008-2399,5054.931
12532,207-008-2398,4155.111
12533,703-004-5381,8112.9087
12534,703-004-5387,248.80052
12535,703-004-5397,7611.389
12536,703-004-5383,5840.6465
12537,703-004-5399,248.42203
12538,703-004-5386,7330.5205
12539,703-004-5396,51.398277
1254,703-004-5397,1929.2944
12540,703-004-5385,1801.9944
12541,703-004-5385,4121.6934
12542,703-004-5398,8886.909
12543,207-008-2399,386.15286
12544,703-004-5394,8463.636
12545,703-004-5390,362.60843
12546,703-004-5380,9761.119
12547,703-004-5383,4050.1077
12548,703-004-5392,7309.6543
12549,703-004-5381,4917.133
